latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
49.8742,-121.34033,301.03,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.09,2.48,N
49.87457,-121.36906,342.75,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,297.4,6.16,N
49.87491,-121.38091,346.06,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,297.05,9.25,N
49.87529,-121.36325,337.8,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,297.34,9.46,N
49.87531,-121.35238,323.69,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,292.56,6.85,N
49.87613,-121.34715,303.66,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.8,2.01,N
49.87631,-121.33667,302.47,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.44,0.55,N
49.87679,-121.37707,337.89,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,294.98,6.16,N
49.87725,-121.35938,312.3,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,291.56,6.85,N
49.8775,-121.37101,336.6,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,295.8,9.46,N
49.87862,-121.38364,327.13,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,292.27,5.81,N
49.87929,-121.3667,317.09,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,292.56,6.16,N
49.87964,-121.37857,326.36,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,292.28,9.25,N
49.88126,-121.37379,305.66,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.17,6.16,N
49.88547,-121.36958,336.47,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.73,4.6,N
49.88732,-121.37622,302.39,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.43,3.59,N
49.88808,-121.37032,335.29,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.82,9.34,N
49.89372,-121.49599,301.29,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.82,1.55,N
49.89634,-121.50547,338.66,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.16,7.43,N
49.89703,-121.49691,297.68,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.77,0.23,N
49.89989,-121.50697,301.1,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,287.58,0.23,N
49.90226,-121.51535,303.87,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.59,2.69,N
49.90342,-121.51173,304.42,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.79,2.42,N
49.90423,-121.5223,300.88,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,287.87,2.69,N
49.9053,-121.51855,325.05,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,291.91,3.67,N
49.90676,-121.51231,312.89,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.51,2.69,N
49.90737,-121.526,301.19,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,285.85,3.67,N
49.9086,-121.51883,339.32,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,295.05,2.69,N
49.90968,-121.51505,318.64,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,292.44,3.67,N
49.91089,-121.50797,313.46,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.69,3.37,N
49.91169,-121.52232,324.32,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.77,3.67,N
49.91174,-121.50319,316.83,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.81,2.06,N
49.91293,-121.51521,309.48,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.46,3.37,N
49.91392,-121.5111,309.56,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.95,3.91,N
49.91483,-121.50298,326.97,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,294.2,3.37,N
49.91509,-121.52285,302.15,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.71,1.45,N
49.91535,-121.49686,307.0,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.54,2.06,N
49.91599,-121.51855,308.19,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.28,3.91,N
49.91708,-121.51094,323.99,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,292.47,3.37,N
49.91793,-121.50628,329.54,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,294.29,3.91,N
49.91933,-121.51893,299.54,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.3,1.45,N
49.92102,-121.50594,304.49,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.42,1.2,N
49.92261,-121.52322,307.37,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.39,3.79,N
49.92355,-121.51492,310.38,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.04,3.21,N
49.92424,-121.53636,309.03,0.59,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,287.29,2.39,N
49.9243,-121.50998,301.78,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.49,1.78,N
49.92496,-121.53174,331.06,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,291.18,3.79,N
49.92609,-121.52391,322.91,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,291.95,3.21,N
49.92692,-121.5195,309.44,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.8,3.29,N
49.92846,-121.53233,330.42,0.59,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,291.99,2.67,N
49.92931,-121.52819,318.89,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,291.3,3.29,N
49.93101,-121.5414,298.57,0.58,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.7,2.67,N
49.93191,-121.53766,304.51,0.59,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,288.23,1.9,N
49.93324,-121.53032,299.6,0.59,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,287.89,2.67,N
49.93457,-121.54733,299.53,0.58,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,287.7,1.9,N
49.93716,-121.55678,297.95,0.58,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.37,1.48,N
49.93987,-121.32454,296.87,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,284.68,1.24,N
49.94066,-121.53771,315.32,0.58,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,289.49,1.52,N
49.9448,-121.53345,297.57,0.58,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,285.21,1.52,N
49.95976,-121.31866,298.35,0.6,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.23,0.58,N
50.02174,-121.42615,296.93,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.34,0.51,N
50.0442,-121.45387,303.29,0.58,0.52,2026-07-22,1113,N,VIIRS,n,2.0NRT,290.33,1.48,N
50.06917,-121.29417,300.26,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,285.59,1.06,N
50.09212,-121.32784,298.09,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,284.16,1.95,N
50.09399,-121.33442,300.79,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,285.89,1.8,N
50.09567,-121.33164,317.74,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,286.17,2.13,N
50.09885,-121.33263,313.28,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,285.26,1.8,N
50.10048,-121.32969,299.61,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,285.03,2.13,N
50.10365,-121.33062,295.23,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,283.17,1.02,N
50.10718,-121.33458,307.25,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,284.13,0.99,N
50.10848,-121.3287,300.76,0.59,0.53,2026-07-22,1113,N,VIIRS,n,2.0NRT,284.61,1.02,N
49.8037,-121.40489,352.19,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,326.48,28.29,D
49.80451,-121.39957,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,312.63,28.29,D
49.80532,-121.3942,345.72,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,304.97,5.72,D
49.80697,-121.40608,350.93,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,323.67,13.79,D
49.80778,-121.40075,338.36,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.53,13.79,D
49.80859,-121.39541,348.18,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.57,16.88,D
49.8094,-121.39005,352.69,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,316.82,16.88,D
49.81021,-121.38467,352.84,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,315.77,21.52,D
49.81024,-121.40724,350.45,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.32,13.79,D
49.81102,-121.37935,333.52,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,302.03,21.52,D
49.81186,-121.39661,343.91,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.12,16.88,D
49.81348,-121.38589,354.81,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.82,21.52,D
49.81351,-121.40842,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,329.09,19.93,D
49.8143,-121.38053,344.0,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.06,21.52,D
49.81432,-121.40311,340.56,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.67,19.93,D
49.81513,-121.39777,336.6,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,302.33,3.47,D
49.81594,-121.39243,330.95,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,302.55,3.47,D
49.81678,-121.40956,349.65,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.67,19.93,D
49.81758,-121.40427,335.07,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,302.12,19.93,D
49.81837,-121.37643,330.28,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,300.5,10.0,D
49.81917,-121.37119,333.28,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,302.51,10.0,D
49.82006,-121.41072,348.28,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.1,7.87,D
49.82086,-121.40543,332.32,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,303.45,7.87,D
49.82095,-121.42751,333.27,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,300.96,1.41,D
49.82174,-121.42231,354.33,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.01,6.11,D
49.82244,-121.37237,350.4,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.79,10.0,D
49.82253,-121.41709,342.43,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.89,6.11,D
49.82261,-121.43925,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,309.38,15.63,D
49.82324,-121.36713,332.82,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,303.62,5.67,D
49.82342,-121.43394,337.83,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,301.77,5.66,D
49.82501,-121.42347,332.43,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,301.62,5.34,D
49.82506,-121.44578,352.98,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.75,15.63,D
49.82571,-121.37357,341.53,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.48,8.7,D
49.82581,-121.41825,354.7,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.08,5.34,D
49.8259,-121.46282,340.6,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.23,11.79,D
49.82671,-121.45757,347.78,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,306.57,18.87,D
49.8273,-121.36309,348.11,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.85,21.7,D
49.82751,-121.45229,344.09,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,311.23,18.87,D
49.82832,-121.44701,346.17,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,317.43,39.44,D
49.82837,-121.46931,350.78,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.45,11.79,D
49.83058,-121.36428,350.54,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.97,21.7,D
49.83137,-121.35905,354.29,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,315.81,22.93,D
49.83217,-121.3538,335.15,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,307.5,22.93,D
49.83297,-121.34854,344.2,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,304.38,2.97,D
49.83544,-121.35497,346.94,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.43,9.68,D
49.83623,-121.34973,342.66,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.81,4.45,D
49.83704,-121.34447,336.37,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,304.32,4.45,D
49.839,-121.49001,338.45,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.12,4.73,D
49.83979,-121.48476,341.08,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,311.91,9.36,D
49.84031,-121.34566,340.58,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.49,4.45,D
49.8411,-121.34042,349.66,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.42,7.68,D
49.84225,-121.49125,333.98,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,305.15,4.42,D
49.84304,-121.48601,346.84,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.32,7.22,D
49.84357,-121.34685,336.44,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,308.78,5.17,D
49.84437,-121.34161,344.07,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.76,7.34,D
49.84517,-121.33634,350.52,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.87,7.34,D
49.84596,-121.33111,349.45,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.28,16.35,D
49.84684,-121.34804,341.32,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.88,5.17,D
49.8471,-121.48199,339.33,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,310.99,7.22,D
49.84764,-121.34278,339.78,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.84,7.34,D
49.84843,-121.33753,342.14,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.63,7.34,D
49.84923,-121.33228,348.3,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.92,16.35,D
49.8493,-121.35452,345.42,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.84,6.28,D
49.85011,-121.34925,338.68,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.0,6.28,D
49.85091,-121.34398,341.95,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,312.26,6.39,D
49.85171,-121.33871,347.44,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.28,6.39,D
49.85178,-121.36098,350.53,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.14,15.66,D
49.8525,-121.33345,335.69,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.14,13.4,D
49.85257,-121.35573,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,319.71,6.28,D
49.85337,-121.35047,342.07,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,311.16,6.28,D
49.85417,-121.34518,347.64,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.72,6.39,D
49.85444,-121.47911,334.25,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,309.23,7.07,D
49.85446,-121.43415,338.91,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,306.33,10.12,D
49.85498,-121.3399,356.41,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,321.17,6.39,D
49.85504,-121.36219,345.61,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.71,8.31,D
49.85577,-121.33463,353.41,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,315.18,13.4,D
49.85583,-121.35694,349.33,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.94,5.69,D
49.85657,-121.32938,355.34,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,318.41,13.4,D
49.85663,-121.35168,351.15,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.62,5.69,D
49.85743,-121.34641,342.18,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,312.85,5.69,D
49.85762,-121.41322,344.57,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.22,12.97,D
49.85774,-121.43533,347.15,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.51,16.94,D
49.85824,-121.34111,354.05,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,317.07,5.69,D
49.85831,-121.36338,349.47,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.13,8.31,D
49.85904,-121.33582,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,320.36,14.07,D
49.8591,-121.35813,349.54,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,315.42,5.69,D
49.85984,-121.33055,356.79,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,316.69,14.07,D
49.85989,-121.35289,347.06,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.95,5.69,D
49.86069,-121.34763,337.45,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.3,5.69,D
49.86078,-121.3698,348.77,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.33,6.87,D
49.8615,-121.34232,339.42,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.84,5.69,D
49.86158,-121.36456,349.16,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.05,6.87,D
49.86231,-121.33701,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,317.34,14.07,D
49.86237,-121.35934,352.56,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,316.06,6.9,D
49.86245,-121.38156,350.1,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,316.72,16.51,D
49.86311,-121.33176,355.78,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.72,14.07,D
49.86316,-121.35409,353.58,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,316.44,6.9,D
49.8639,-121.32648,342.82,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,299.79,38.93,D
49.86396,-121.34883,342.66,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.85,6.74,D
49.86405,-121.37101,353.19,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,317.23,6.87,D
49.86485,-121.36577,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,318.36,6.87,D
49.86495,-121.41042,342.91,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.81,13.02,D
49.86556,-121.33826,338.41,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,304.05,5.85,D
49.86563,-121.36053,351.32,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.49,6.9,D
49.86571,-121.38277,349.05,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.15,10.58,D
49.86575,-121.40514,341.27,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.6,13.12,D
49.86585,-121.42729,340.09,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.99,17.62,D
49.86636,-121.33298,347.71,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.97,5.85,D
49.86643,-121.35529,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,317.28,6.9,D
49.86717,-121.32768,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,330.68,126.7,D
49.86723,-121.35003,341.0,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.4,6.74,D
49.86731,-121.37225,345.38,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.4,5.82,D
49.86742,-121.41685,345.07,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,308.49,12.27,D
49.86811,-121.36697,353.03,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,317.96,5.82,D
49.86817,-121.38927,343.65,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,315.59,13.26,D
49.86821,-121.41161,335.67,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,304.99,12.27,D
49.8689,-121.36172,353.23,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,315.55,5.87,D
49.86913,-121.42847,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,305.08,17.62,D
49.86962,-121.33421,343.86,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.11,5.85,D
49.86969,-121.35648,352.7,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.96,5.87,D
49.86977,-121.37875,350.62,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.33,10.58,D
49.8699,-121.42326,351.28,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.08,17.62,D
49.87043,-121.32891,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,349.88,126.7,D
49.87049,-121.35122,356.1,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,317.35,13.07,D
49.87057,-121.37347,347.24,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.31,5.82,D
49.87069,-121.41805,356.12,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,306.21,12.27,D
49.87123,-121.32362,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,l,2.0NRT,329.07,126.7,D
49.87129,-121.34595,349.56,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.02,13.07,D
49.87137,-121.36819,352.61,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,315.28,5.82,D
49.87148,-121.4128,353.1,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.88,12.27,D
49.87203,-121.31833,344.83,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.21,6.04,D
49.87217,-121.36293,346.35,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.75,5.87,D
49.87228,-121.40752,355.16,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,322.3,40.33,D
49.87288,-121.33544,334.69,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,305.59,6.26,D
49.87296,-121.35765,342.27,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,307.13,5.87,D
49.87303,-121.37994,351.63,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,312.0,11.98,D
49.87368,-121.33014,350.38,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,300.4,6.77,D
49.87376,-121.35241,340.06,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.38,13.07,D
49.87383,-121.37467,346.72,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,309.83,13.06,D
49.87449,-121.32484,337.51,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,297.11,6.77,D
49.87455,-121.34715,355.76,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,306.25,13.07,D
49.87463,-121.36938,348.68,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,313.61,13.06,D
49.8747,-121.39165,339.79,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.94,15.57,D
49.87476,-121.41399,350.25,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,319.72,19.57,D
49.87529,-121.31956,341.94,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,303.92,10.74,D
49.87543,-121.36413,354.71,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,314.7,11.27,D
49.87556,-121.40869,351.33,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,325.38,24.89,D
49.87609,-121.31427,334.87,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,301.44,10.74,D
49.8763,-121.38115,355.48,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.8,11.98,D
49.87694,-121.33136,331.76,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,297.93,6.77,D
49.87709,-121.37588,355.96,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.12,13.06,D
49.87803,-121.41514,338.03,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,300.75,19.57,D
49.87884,-121.40987,334.71,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,299.9,24.89,D
49.87935,-121.3155,355.62,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,301.19,10.74,D
49.88037,-121.37705,354.05,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,310.11,44.7,D
49.8826,-121.31674,351.21,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,296.56,11.36,D
49.8835,-121.4865,337.96,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,302.91,3.56,D
49.88364,-121.37821,345.57,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,306.3,44.7,D
49.88652,-121.37598,337.74,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,300.04,46.98,D
49.88733,-121.37071,367.0,0.38,0.36,2026-07-22,2059,N,VIIRS,h,2.0NRT,325.82,46.98,D
49.89167,-121.50075,342.22,0.38,0.36,2026-07-22,2059,N,VIIRS,n,2.0NRT,302.95,2.34,D
